,0
2996,1
2997,1
2998,7
2999,1
3000,1
3001,1
3002,1
3003,1
3004,6
3005,1
3006,1
3007,1
3008,1
3009,3
3010,1
3011,1
3012,1
3013,1
3014,5
3015,1
3016,1
3017,2
3018,1
3019,1
3020,1
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,1
3029,1
3030,1
3031,1
3032,1
3033,1
3034,1
3035,1
3036,1
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,1
3063,2
3064,2
3065,1
3066,1
3067,1
3068,1
3069,1
3070,1
3071,1
3072,1
3073,2
3074,2
3075,2
3076,1
3077,4
3078,3
3079,4
3080,4
3081,2
3082,7
3083,2
3084,2
3085,2
3086,5
3087,5
3088,2
3089,2
3090,2
3091,2
3092,1
3093,1
3094,1
3095,1
3096,2
3097,1
3098,4
3099,1
3100,2
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,1
3110,1
3111,1
3112,1
3113,1
3114,1
3115,1
3116,1
3117,1
3118,1
3119,1
3120,1
3121,1
3122,1
3123,1
3124,1
3125,1
3126,1
3127,1
3128,2
3129,1
3130,2
3131,1
3132,1
3133,1
3134,1
3135,1
3136,1
3137,2
3138,1
3139,1
3140,2
3141,2
3142,1
3143,2
3144,1
3145,1
3146,1
3147,1
3148,2
3149,1
3150,2
3151,1
3152,1
3153,2
3154,3
3155,1
3156,2
3157,1
3158,2
3159,1
3160,1
3161,2
3162,1
3163,1
3164,1
3165,1
3166,1
3167,1
3168,1
3169,1
3170,1
3171,1
3172,1
3173,1
3174,1
3175,1
3176,1
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,1
3184,1
3185,1
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,1
3193,1
3194,1
3195,1
3196,1
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,1
3211,1
3212,1
3213,1
3214,1
3215,1
3216,1
3217,1
3218,1
3219,2
3220,1
3221,1
3222,1
3223,1
3224,1
3225,1
3226,1
3227,1
3228,1
3229,1
3230,1
3231,1
3232,1
3233,2
3234,1
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3242,1
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,2
3263,1
3264,1
3265,1
3266,1
3267,1
3268,1
3269,1
3270,1
3271,1
3272,1
3273,1
3274,2
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,6
3282,1
3283,3
3284,3
3285,4
3286,2
3287,1
3288,2
3289,1
3290,1
3291,1
3292,1
3293,2
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,2
3301,2
3302,2
3303,4
3304,2
3305,1
3306,1
3307,1
3308,1
3309,1
3310,6
3311,2
3312,1
3313,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,1
3320,1
3321,1
3322,1
3323,1
3324,1
3325,1
3326,1
3327,1
3328,1
3329,1
3330,1
3331,2
3332,1
3333,1
3334,1
3335,1
3336,2
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,2
3345,4
3346,3
3347,2
3348,2
3349,3
3350,3
3351,2
3352,6
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3364,1
3365,1
3366,1
3367,1
3368,1
3369,1
3370,1
3371,1
3372,1
3373,1
3374,1
3375,1
3376,1
3377,1
3378,1
3379,1
3380,1
3381,1
3382,1
3383,1
3384,3
3385,2
3386,2
3387,6
3388,6
3389,1
3390,2
3391,3
3392,3
3393,1
3394,2
3395,5
3396,3
3397,1
3398,1
3399,2
3400,2
3401,2
3402,2
3403,2
3404,3
3405,3
3406,2
3407,1
3408,1
3409,1
3410,1
3411,4
3412,1
3413,1
3414,1
3415,1
3416,3
3417,1
3418,1
3419,1
3420,6
3421,1
3422,2
3423,1
3424,1
3425,1
3426,1
3427,2
3428,1
3429,1
3430,2
3431,1
3432,1
3433,1
3434,1
3435,1
3436,1
3437,1
3438,1
3439,1
3440,1
3441,1
3442,1
3443,1
3444,1
3445,1
3446,1
3447,1
3448,3
3449,2
3450,2
3451,2
3452,1
3453,1
3454,7
3455,1
3456,1
3457,1
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,1
3476,1
3477,1
3478,1
3479,1
3480,3
3481,1
3482,3
3483,2
3484,2
3485,2
3486,1
3487,3
3488,3
3489,2
3490,1
3491,1
3492,1
3493,1
3494,3
3495,1
3496,2
3497,5
3498,1
3499,1
3500,1
3501,1
3502,2
3503,2
3504,1
3505,2
3506,2
3507,2
3508,1
3509,3
3510,2
3511,1
3512,3
3513,1
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,2
3529,1
3530,1
3531,1
3532,2
3533,1
3534,1
3535,1
3536,1
3537,1
3538,1
3539,1
3540,1
3541,1
3542,1
3543,2
3544,1
3545,1
3546,1
3547,1
3548,1
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,2
3586,2
3587,1
3588,1
3589,2
3590,2
3591,2
3592,2
3593,2
3594,2
3595,2
3596,3
3597,2
3598,2
3599,2
3600,2
3601,2
3602,2
3603,2
3604,2
3605,2
3606,3
3607,2
3608,1
3609,4
3610,1
3611,1
3612,1
3613,2
3614,3
3615,1
3616,2
3617,1
3618,1
3619,2
3620,2
3621,1
3622,1
3623,1
3624,1
3625,1
3626,2
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,1
3634,2
3635,2
3636,2
3637,2
3638,2
3639,1
3640,3
3641,2
3642,1
3643,1
3644,1
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,3
3658,4
3659,1
3660,1
3661,2
3662,2
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,1
3675,1
3676,1
3677,1
3678,2
3679,2
3680,5
3681,1
3682,2
3683,1
3684,1
3685,3
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,1
3693,1
3694,1
3695,2
3696,1
3697,1
3698,1
3699,3
3700,1
3701,1
3702,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,4
3709,1
3710,1
3711,1
3712,1
3713,1
3714,2
3715,1
3716,1
3717,1
3718,2
3719,1
3720,5
3721,1
3722,1
3723,1
3724,1
3725,1
3726,2
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,5
3734,1
3735,1
3736,1
3737,1
3738,1
3739,1
3740,1
3741,1
3742,1
3743,1
3744,1
3745,2
3746,1
3747,1
3748,1
3749,1
3750,2
3751,2
3752,1
3753,1
3754,3
3755,1
3756,1
3757,1
3758,1
3759,1
3760,1
3761,2
3762,1
3763,1
3764,1
3765,1
3766,1
3767,1
3768,1
3769,1
3770,1
3771,1
3772,1
3773,2
3774,1
3775,1
3776,2
3777,1
3778,1
3779,3
3780,1
3781,2
3782,1
3783,1
3784,2
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,1
3792,1
3793,1
3794,1
3795,1
3796,1
3797,1
3798,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,1
3813,2
3814,1
3815,1
3816,1
3817,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,1
3826,1
3827,1
3828,1
3829,1
3830,2
3831,1
3832,1
3833,1
3834,1
3835,1
3836,1
3837,1
3838,1
3839,1
3840,2
3841,1
3842,1
3843,1
3844,1
3845,1
3846,1
3847,1
3848,1
3849,2
3850,1
3851,2
3852,1
3853,1
3854,1
3855,1
3856,2
3857,1
3858,1
3859,1
3860,1
3861,1
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,2
3870,1
3871,1
3872,1
3873,1
3874,1
3875,1
3876,1
3877,1
3878,1
3879,1
3880,1
3881,1
3882,1
3883,2
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,2
3896,2
3897,1
3898,1
3899,1
3900,2
3901,1
3902,1
3903,1
3904,1
3905,1
3906,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,2
3917,1
3918,1
3919,1
3920,1
3921,3
3922,1
3923,1
3924,1
3925,1
3926,2
3927,2
3928,1
3929,1
3930,1
3931,1
3932,1
3933,1
3934,1
3935,1
3936,2
3937,1
3938,1
3939,1
3940,1
3941,1
3942,1
3943,1
3944,1
3945,1
3946,1
3947,1
3948,1
3949,1
3950,1
3951,1
3952,1
3953,1
3954,1
3955,1
3956,1
3957,1
3958,1
3959,2
3960,1
3961,1
3962,1
3963,1
3964,1
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3971,1
3972,1
3973,1
3974,1
3975,1
3976,2
3977,1
3978,2
3979,1
3980,1
3981,2
3982,1
3983,1
3984,2
3985,1
3986,2
3987,2
3988,1
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,2
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,1
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,1
4015,1
4016,1
4017,1
4018,1
4019,1
4020,1
4021,1
4022,1
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4029,1
4030,1
4031,1
4032,1
4033,1
4034,1
4035,1
4036,2
4037,2
4038,2
4039,2
4040,1
4041,2
4042,1
4043,1
4044,2
4045,1
4046,1
4047,1
4048,1
4049,1
4050,1
4051,4
4052,3
4053,2
4054,2
4055,1
4056,2
4057,4
4058,1
4059,1
4060,1
4061,1
4062,1
4063,1
4064,1
4065,1
4066,1
4067,1
4068,2
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,1
4078,1
4079,1
4080,1
4081,1
4082,1
4083,2
4084,1
4085,1
4086,1
4087,2
4088,2
4089,3
4090,1
4091,1
4092,1
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,1
4100,1
4101,1
4102,1
4103,1
4104,1
4105,1
4106,1
4107,1
4108,1
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,3
4127,1
4128,1
4129,2
4130,2
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,1
4141,1
4142,1
4143,1
4144,1
4145,1
4146,6
4147,2
4148,2
4149,2
4150,1
4151,1
4152,3
4153,1
4154,3
4155,1
4156,1
4157,2
4158,1
4159,2
4160,2
4161,1
4162,1
4163,1
4164,1
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,1
4173,1
4174,1
4175,1
4176,1
4177,2
4178,2
4179,2
4180,2
4181,2
4182,2
4183,2
4184,2
4185,2
4186,2
4187,2
4188,2
4189,1
4190,3
4191,1
4192,1
4193,1
4194,1
4195,1
4196,4
4197,3
4198,2
4199,1
4200,1
4201,2
4202,1
4203,2
4204,1
4205,1
4206,1
4207,1
4208,1
4209,1
4210,1
4211,1
4212,1
4213,1
4214,1
4215,1
4216,1
4217,1
4218,1
4219,1
4220,1
4221,1
4222,1
4223,1
4224,1
4225,1
4226,1
4227,1
4228,1
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,1
4236,1
4237,1
4238,1
4239,1
4240,1
4241,1
4242,1
4243,1
4244,1
4245,1
4246,1
4247,1
4248,1
4249,1
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,1
4261,1
4262,1
4263,1
4264,1
4265,1
4266,2
4267,1
4268,1
4269,2
4270,1
4271,1
4272,1
4273,1
4274,1
4275,1
4276,1
4277,1
4278,1
4279,1
4280,1
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,1
4288,1
4289,1
4290,2
4291,2
4292,2
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,2
4300,2
4301,2
4302,2
4303,2
4304,2
4305,2
4306,2
4307,2
4308,2
4309,2
4310,2
4311,2
4312,2
4313,2
4314,2
4315,2
4316,2
4317,2
4318,2
4319,2
4320,2
4321,2
4322,2
4323,2
4324,2
4325,2
4326,2
4327,2
4328,2
4329,2
4330,2
4331,2
4332,2
4333,2
4334,2
4335,2
4336,2
4337,2
4338,2
4339,2
4340,2
4341,2
4342,2
4343,2
4344,2
4345,2
4346,2
4347,2
4348,1
4349,2
4350,1
4351,1
4352,1
4353,1
4354,1
4355,3
4356,1
4357,1
4358,2
4359,1
4360,1
4361,1
4362,1
4363,1
4364,1
4365,1
4366,1
4367,2
4368,1
4369,1
4370,1
4371,1
4372,1
4373,1
4374,1
4375,3
4376,1
4377,2
4378,1
4379,2
4380,2
4381,1
4382,1
4383,1
4384,1
4385,1
4386,1
4387,1
4388,1
4389,2
4390,1
4391,1
4392,1
4393,2
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,1
4404,1
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,1
4412,1
4413,1
4414,2
4415,1
4416,1
4417,1
4418,1
4419,1
4420,1
4421,1
4422,1
4423,2
4424,1
4425,1
4426,1
4427,1
4428,1
4429,1
4430,1
4431,1
4432,1
4433,1
4434,1
4435,2
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,1
4452,1
4453,1
4454,1
4455,1
4456,1
4457,1
4458,1
4459,1
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,1
4467,1
4468,1
4469,1
4470,1
4471,1
4472,1
4473,1
4474,2
4475,1
4476,1
4477,1
4478,1
4479,1
4480,1
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,1
4501,1
4502,1
4503,1
4504,2
4505,1
4506,1
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,1
4521,2
4522,2
4523,2
4524,1
4525,2
4526,2
4527,2
4528,2
4529,2
4530,1
4531,2
4532,8
4533,1
4534,1
4535,1
4536,1
4537,1
4538,1
4539,1
4540,2
4541,1
4542,1
4543,1
4544,1
4545,1
4546,1
4547,1
4548,1
4549,1
4550,1
4551,1
4552,2
4553,2
4554,2
4555,2
4556,1
4557,1
4558,1
4559,1
4560,1
4561,1
4562,1
4563,1
4564,2
4565,1
4566,1
4567,1
4568,1
4569,1
4570,1
4571,1
4572,1
4573,1
4574,1
4575,2
4576,1
4577,1
4578,4
4579,1
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,1
4591,1
4592,1
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,1
4600,1
4601,3
4602,2
4603,2
4604,3
4605,1
4606,1
4607,1
4608,1
4609,1
4610,1
4611,1
4612,1
4613,1
4614,1
4615,1
4616,1
4617,1
4618,1
4619,1
4620,1
4621,1
4622,1
4623,1
4624,1
4625,1
4626,1
4627,1
4628,1
4629,1
4630,1
4631,3
4632,1
4633,1
4634,1
4635,1
4636,1
4637,1
4638,1
4639,1
4640,1
4641,2
4642,2
4643,1
4644,2
4645,1
4646,1
4647,1
4648,1
4649,1
4650,1
4651,1
4652,1
4653,1
4654,1
4655,1
4656,1
4657,1
4658,1
4659,1
4660,1
4661,1
4662,2
4663,1
4664,1
4665,1
4666,1
4667,1
4668,1
4669,1
4670,1
4671,2
4672,1
4673,1
4674,1
4675,2
4676,1
4677,2
4678,1
4679,1
4680,1
4681,1
4682,1
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,1
4692,1
4693,1
4694,1
4695,1
4696,1
4697,1
4698,1
4699,2
4700,1
4701,1
4702,1
4703,1
4704,1
4705,1
4706,1
4707,1
4708,1
4709,1
4710,1
4711,1
4712,1
4713,1
4714,1
4715,1
4716,1
4717,2
4718,1
4719,1
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,1
4728,1
4729,1
4730,1
4731,1
4732,1
4733,1
4734,1
4735,1
4736,1
4737,1
4738,2
4739,2
4740,1
4741,1
4742,1
4743,1
4744,1
4745,1
4746,1
4747,1
4748,1
4749,4
4750,1
4751,1
4752,1
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,1
4760,1
4761,1
4762,1
4763,1
4764,1
4765,1
4766,1
4767,1
4768,1
4769,1
4770,1
4771,1
4772,2
4773,2
4774,2
4775,1
4776,1
4777,1
4778,1
4779,2
4780,1
4781,1
4782,3
4783,1
4784,1
4785,1
4786,4
4787,2
4788,2
4789,1
4790,1
4791,1
4792,1
4793,1
4794,1
4795,2
4796,2
4797,2
4798,1
4799,1
4800,1
4801,2
4802,1
4803,1
4804,1
4805,1
4806,1
4807,1
4808,1
4809,1
4810,1
4811,1
4812,1
4813,1
4814,1
4815,1
4816,1
4817,1
4818,1
4819,1
4820,1
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,1
4828,1
4829,1
4830,1
4831,1
4832,1
4833,1
4834,1
4835,1
4836,1
4837,1
4838,1
4839,1
4840,1
4841,1
4842,1
4843,1
4844,1
4845,1
4846,1
4847,1
4848,1
4849,1
4850,1
4851,1
4852,1
4853,1
4854,2
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,1
4869,1
4870,1
4871,1
4872,1
4873,1
4874,1
4875,1
4876,1
4877,1
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,1
4887,1
4888,1
4889,2
4890,1
4891,1
4892,2
4893,1
4894,1
4895,1
4896,2
4897,1
4898,1
4899,1
4900,1
4901,1
4902,1
4903,1
4904,1
4905,1
4906,1
4907,1
4908,1
4909,1
4910,1
4911,1
4912,1
4913,1
4914,1
4915,1
4916,1
4917,1
4918,1
4919,1
4920,1
4921,1
4922,1
4923,1
4924,1
4925,1
4926,2
4927,1
4928,1
4929,1
4930,1
4931,1
4932,1
4933,1
4934,1
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,1
4948,1
4949,1
4950,1
4951,1
4952,1
4953,2
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,1
4978,1
4979,1
4980,1
4981,1
4982,1
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,1
4990,1
4991,1
4992,1
4993,1
4994,1
4995,1
4996,1
4997,1
4998,1
4999,1
5000,1
5001,1
5002,1
5003,1
5004,1
5005,1
5006,1
5007,1
5008,1
5009,1
5010,1
5011,1
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,1
